Contingency Plan-Drought Habitations Report - 2016,,,,,,,,,,,,,,,,,,,,,,,
District:PRAKASAM,,,,,,,,,,,,,,,,,,,,,,,
Sl.No,Mandal,HabitationName/Code,Scarcity Name,Transportation,,Hiring of Private Sources,,Flushing of BW,,Deepening of OW,,Deepening of OW,,Anticipated max.period for,,Filling of SS Tanks,,,Power Problem,Power Estimate,Measures To Tackle Scarcity,,Remarks
,,,,,,,,,,(Includes Flushing),,,,Trans/Hiring,,,,,,,permanently,,
,,,,Trans,Transport Estimate,Hiring of Sources,Hiring Estimate,Flushing,Flushing Estimate,Deepening,Deepening Estimate,Deepening OW,Deepening OW Estimate,From Date,To Date,SST NUM,SST EST,SCHEME,,,Type Of Work,Work Estimate Cost,
,,,,Yes/No,,,,,,,,,,,,,,,,,,,
441,TRIPURANTHAKAM,DUPADU/,G.W TABLE DEPLETION,No,0,0,0,0,0,6,3,0,0,-,-,0,0,-,No,0,PWS,10,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
442,TRIPURANTHAKAM,RAJUPALEM COLONY/,G.W TABLE DEPLETION,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,OTHERS,4.75,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
443,TRIPURANTHAKAM,TRIPURANTHAKAM/,G.W TABLE DEPLETION,No,0,0,0,0,0,14,7,0,0,-,-,0,0,-,No,0,OTHERS,36,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
444,TRIPURANTHAKAM,NADIPALEM/,G.W TABLE DEPLETION,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,OTHERS,1,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
445,TRIPURANTHAKAM,NARASINGAPURAM/,G.W TABLE DEPLETION,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,PWS,6,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
446,TRIPURANTHAKAM,KOTHURU/,G.W TABLE DEPLETION,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,OTHERS,2,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
447,TRIPURANTHAKAM,SRINAGAR/,-,No,0,0,0,0,0,2,1.5,0,0,-,-,0,0,-,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
448,KURICHEDU,KALLUR/,G.W TABLE DEPLETION,No,0,0,0,2,0.1,2,0.5,0,0,-,-,0,0,-,No,0,OTHERS,0.45,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
449,KURICHEDU,KOTHURU/,G.W TABLE DEPLETION,No,0,0,0,2,0.1,2,0.5,0,0,-,-,0,0,-,No,0,OTHERS,0.45,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
450,KURICHEDU,NANCHARAPURAM /,G.W TABLE DEPLETION,No,0,0,0,3,0.15,3,0.75,0,0,-,-,0,0,-,No,0,OTHERS,0.45,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
451,INKOLLU,PUSA PADU/,OTHERS,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,EXTN,6,Extension of pipe line
,,811000000000000,,,,,,,,,,,,,,,,,,,,,
452,INKOLLU,SUBBA REDDY PALEM/,OTHERS,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,EXTN,2,Extension of pipe line
,,811000000000000,,,,,,,,,,,,,,,,,,,,,
453,BESTAVARIPETA,POOSALAPADU/,G.W TABLE DEPLETION,Yes,5.4,0,0,0,0,1,0.4,0,0,########,########,0,0,-,No,0,EXTN,2,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
454,BESTAVARIPETA,CHETTICHERLA/,G.W TABLE DEPLETION,No,0,3,0.18,0,0,2,0.8,0,0,########,########,0,0,-,No,0,EXTN,1.5,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
455,BESTAVARIPETA,PANDILLAPALLI/,G.W TABLE DEPLETION,Yes,2.16,0,0,0,0,2,0.8,0,0,########,########,0,0,-,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
456,BESTAVARIPETA,SALAKALAVEEDU/,G.W TABLE DEPLETION,No,0,0,0,0,0,2,0.8,0,0,-,-,0,0,-,No,0,EXTN,1.5,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
457,BESTAVARIPETA,KALAGATLA/,G.W TABLE DEPLETION,No,0,0,0,0,0,2,0.8,0,0,-,-,0,0,-,No,0,OTHERS,1.5,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
458,BESTAVARIPETA,KOTHAPALLI/,G.W TABLE DEPLETION,Yes,1.8,0,0,0,0,0,0,0,0,########,########,0,0,-,No,0,OTHERS,1.5,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
459,BESTAVARIPETA,PITIKAYAGALLA/,G.W TABLE DEPLETION,Yes,2.16,0,0,0,0,2,0.8,0,0,########,########,0,0,-,No,0,OTHERS,2,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
460,BESTAVARIPETA,VANGAPADU/,G.W TABLE DEPLETION,Yes,2.16,0,0,0,0,2,0.8,0,0,########,########,0,0,-,No,0,EXTN,5,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
461,BESTAVARIPETA,J.C.AGRAHARAM/,G.W TABLE DEPLETION,No,0,0,0,0,0,4,1.6,0,0,-,-,0,0,-,No,0,OTHERS,1.5,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
462,BESTAVARIPETA,P.MALLAPURAM/,G.W TABLE DEPLETION,No,0,0,0,0,0,2,0.8,0,0,-,-,0,0,-,No,0,OTHERS,1.5,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
463,BESTAVARIPETA,K.MALLAPURAM/,G.W TABLE DEPLETION,No,0,0,0,0,0,2,0.8,0,0,-,-,0,0,-,No,0,EXTN,2,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
464,BESTAVARIPETA,BASINEPALLI/,G.W TABLE DEPLETION,No,0,0,0,0,0,2,0.8,0,0,-,-,0,0,-,No,0,EXTN,3,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
465,BESTAVARIPETA,GANTAPURAM/,G.W TABLE DEPLETION,No,0,0,0,0,0,2,0.8,0,0,-,-,0,0,-,No,0,OTHERS,2,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
466,BESTAVARIPETA,CHERUKUPALLI/,G.W TABLE DEPLETION,No,0,0,0,0,0,2,0.8,0,0,-,-,0,0,-,No,0,OTHERS,1.5,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
467,BESTAVARIPETA,JENNIVARIPALLI/,G.W TABLE DEPLETION,No,0,0,0,0,0,2,0.8,0,0,-,-,0,0,-,No,0,OTHERS,1.5,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
468,BESTAVARIPETA,KHAJIPURAM/,G.W TABLE DEPLETION,Yes,2.1,3,0.24,0,0,3,1.2,0,0,########,########,0,0,-,No,0,EXTN,3,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
469,BESTAVARIPETA,M.P.CHERUVU/,G.W TABLE DEPLETION,Yes,1.92,0,0,0,0,2,0.8,0,0,########,########,0,0,-,No,0,EXTN,3,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
470,BESTAVARIPETA,KOTHAPETA/,G.W TABLE DEPLETION,Yes,0.96,0,0,0,0,2,0.8,0,0,########,########,0,0,-,No,0,AUG,2,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
471,BESTAVARIPETA,AKKAPALLI/,G.W TABLE DEPLETION,Yes,1.34,0,0,0,0,1,0.5,0,0,########,########,0,0,-,No,0,AUG,2,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
472,BESTAVARIPETA,MOKSHAGUNDAM/,G.W TABLE DEPLETION,Yes,2.16,0,0,0,0,2,0.8,0,0,########,########,0,0,-,No,0,AUG,1.5,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
473,YERRAGONDA PALEM,PILLIKUNTA THANDA/,SOURCE DRIED UP,Yes,3.3,0,0,0,0,0,0,0,0,########,########,0,0,-,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
474,YERRAGONDA PALEM,GANGU PALLI/,SOURCE DRIED UP,Yes,8.7,0,0,0,0,0,0,0,0,########,########,0,0,-,No,0,EXTN,2,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
475,YERRAGONDA PALEM,JANGAMVARI PALLI/,-,Yes,3,0,0,0,0,0,0,0,0,########,########,0,0,-,No,0,OTHERS,3,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
476,YERRAGONDA PALEM,CHENNARAYUNI PALLI/,SOURCE DRIED UP,No,0,0,0,0,0,3,1.5,0,0,-,-,0,0,-,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
477,YERRAGONDA PALEM,RAMACHANDRA PURAM/,-,No,0,0,0,0,0,2,1.2,0,0,-,-,0,0,-,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
478,YERRAGONDA PALEM,NAGARAJU THANDA/,G.W TABLE DEPLETION,Yes,2.3,0,0,0,0,2,1,0,0,########,########,0,0,-,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
479,YERRAGONDA PALEM,VEERAYA PALEM/,G.W TABLE DEPLETION,Yes,3,0,0,0,0,2,1,0,0,########,########,0,0,-,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
480,ULAVAPADU,RAMAYAPATNAM/,-,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,AUG,1.5,Exension of pipe line to SC Colony
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
481,ULAVAPADU,CHAGOLLU/,SOURCE DRIED UP,Yes,0.5,0,0,0,0,0,0,0,0,########,########,0,0,-,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
482,ULAVAPADU,ATMAKUR/,SOURCE LESS YIELD,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,OTHERS,1,new source
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
483,ULAVAPADU,MANNETIKOTA/,SOURCE DRIED UP,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,AUG,2,new source
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
484,SANTHANUTHALAPADU,PADMAMATI TAKKELLAPADU/,SOURCE DRIED UP,Yes,7.5,1,1,0,0,0,0,0,0,########,########,0,0,-,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
485,SANTHANUTHALAPADU,BODDUVARI PALEM/,SOURCE DRIED UP,Yes,2.02,0,0,0,0,0,0,0,0,########,########,1,0.25,PWS,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
486,SANTHANUTHALAPADU,CHANDRAPPALEM/,SOURCE DRIED UP,Yes,2.02,0,0,0,0,0,0,0,0,########,########,1,0.25,PWS,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
487,SANTHANUTHALAPADU,GUMMALAMPADU/,SOURCE DRIED UP,Yes,1.5,1,0.6,0,0,0,0,0,0,########,########,0,0,-,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
488,SANTHANUTHALAPADU,SASTRULAVARI KANDRIKA/,SOURCE DRIED UP,Yes,1.5,0,0,0,0,0,0,0,0,########,########,1,0.15,PWS,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
489,SANTHANUTHALAPADU,KUNCHALA VARI PALEM/,-,No,0,0,0,2,0.08,0,0,0,0,-,-,0,0,-,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
490,SANTHANUTHALAPADU,MANNAMVARI PALEM/,SOURCE DRIED UP,Yes,7.8,1,0.6,0,0,0,0,0,0,########,########,0,0,-,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
491,SANTHANUTHALAPADU,ENDLURU/,SOURCE DRIED UP,Yes,3,0,0,0,0,1,1,0,0,########,########,1,0.25,PWS,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
492,ONGOLE,VOLETIVARIPALEM/,-,No,0,0,0,0,0,0,0,0,0,-,-,1,0.5,-,No,0,EXTN,1.5,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
493,ONGOLE,PATHAPADU/,SOURCE DRIED UP,Yes,1,0,0,0,0,0,0,0,0,########,########,1,2,PWS,No,0,OTHERS,2,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
494,ONGOLE,PEDADEVARAMAPADU/,SOURCE DRIED UP,Yes,1.5,0,0,0,0,0,0,0,0,########,########,1,1.5,-,No,0,OTHERS,5,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
495,ONGOLE,CHINTAYAGARIPALEM/,SOURCE DRIED UP,Yes,2,0,0,0,0,0,0,0,0,########,########,0,0,-,No,0,EXTN,4,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
496,ONGOLE,GUNDAYAPALEM/,-,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,OTHERS,5,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
497,ONGOLE,CHEJERLA/,SOURCE DRIED UP,Yes,1,0,0,0,0,0,0,0,0,########,########,1,0.6,MPWS,No,0,EXTN,7,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
498,ONGOLE,PANAKALAPALEM/,SOURCE DRIED UP,No,0,0,0,0,0,0,0,0,0,-,-,1,0.6,PWS,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
499,ONGOLE,YERRAJERLA/,SOURCE DRIED UP,No,0,0,0,3,0.44,0,0,0,0,-,-,0,0,-,No,0,EXTN,2,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
500,ONGOLE,SURVEY REDDYPALEM/,SOURCE DRIED UP,No,0,0,0,3,0.44,0,0,0,0,-,-,0,0,-,No,0,EXTN,3,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
501,ONGOLE,MANDUVAVARIPALEM/,SOURCE DRIED UP,No,0,0,0,0,0,0,0,0,0,-,-,1,1,PWS,No,0,OTHERS,2,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
502,ONGOLE,DASARAJUPALLI/,SOURCE DRIED UP,Yes,1,0,0,0,0,0,0,0,0,########,########,1,1.5,-,No,0,EXTN,3,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
503,ONGOLE,KARAVADI/,-,No,0,0,0,1,0.24,0,0,0,0,-,-,1,1,PWS,No,0,OTHERS,10,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
504,ONGOLE,BODDULURIVARIPALEM/,SOURCE DRIED UP,No,0,0,0,0,0,0,0,0,0,-,-,1,0.6,PWS,No,0,PWS,4,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
505,ONGOLE,DEVARAMPADU/,SOURCE DRIED UP,Yes,1,0,0,0,0,0,0,0,0,########,########,1,0.5,CPWS,No,0,OTHERS,4,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
506,ONGOLE,ULICHI/,SOURCE DRIED UP,No,0,0,0,0,0,0,0,0,0,-,-,1,1,PWS,No,0,OTHERS,3.5,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
507,NAGULUPPALAPADU,KOTHA KOTA/,-,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,AUG,5,Pipe line repalcement
,,811000000000000,,,,,,,,,,,,,,,,,,,,,
508,NAGULUPPALAPADU,K.TAKKILLAPADU/,SOURCE DRIED UP,No,0,0,0,3,0.12,0,0,0,0,-,-,1,1,PWS,No,0,-,0,-
,,811000000000000,,,,,,,,,,,,,,,,,,,,,
509,NAGULUPPALAPADU,H.NIDAMANURU/,-,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,OTHERS,8.5,SC Colony pipe line
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
510,NAGULUPPALAPADU,KAVURI VARI PALEM/,SOURCE DRIED UP,Yes,1,0,0,0,0,0,0,0,0,########,########,1,1,PWS,No,0,OTHERS,2,Pipe line repairs
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
511,NAGULUPPALAPADU,POTHA VARAM/,BOREWELL SILT RAISING,No,0,0,0,11,0.44,0,0,0,0,-,-,0,0,-,No,0,EXTN,4,Pipe line extension
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
512,NAGULUPPALAPADU,CHADALA WADA/,SOURCE DRIED UP,Yes,3.08,0,0,6,0.24,0,0,0,0,########,########,1,2,PWS,No,0,OTHERS,8.5,GLSR repair
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
513,NAGULUPPALAPADU,KESINENI VARI PALEM/,-,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,EXTN,0.5,GLSR repair
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
514,NAGULUPPALAPADU,MADDIRALAPADU/,SOURCE DRIED UP,Yes,2,0,0,0,0,0,0,0,0,########,########,0,0,-,No,0,OTHERS,3,OHSR spiral stair case etc
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
515,MUNDLAMUR,SRINIVASA NAGAR/,G.W TABLE DEPLETION,Yes,2.16,4,0.24,0,0,0,0,0,0,########,########,0,0,-,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
516,MUNDLAMUR,BASAVAPURAM/,G.W TABLE DEPLETION,Yes,9.12,4,0.24,0,0,0,0,0,0,########,########,0,0,-,No,0,EXTN,10,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
517,MUNDLAMUR,BRUNADAVARAM/,G.W TABLE DEPLETION,Yes,1.13,4,0.24,0,0,0,0,0,0,########,########,0,0,-,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
518,MUNDLAMUR,LAMABADI TANDA/,G.W TABLE DEPLETION,Yes,1.13,4,0.24,0,0,0,0,0,0,########,########,0,0,-,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
519,MUNDLAMUR,PULIPADU/,G.W TABLE DEPLETION,Yes,2.46,4,0.24,0,0,0,0,0,0,########,########,0,0,-,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
520,MUNDLAMUR,PEDAULLAGALLU/,G.W TABLE DEPLETION,Yes,3.19,4,0.24,0,0,0,0,0,0,########,########,0,0,-,No,0,OTHERS,3,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
521,MUNDLAMUR,LAXMINAGAR/,G.W TABLE DEPLETION,Yes,1.12,4,0.24,0,0,0,0,0,0,########,########,0,0,-,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
522,MUNDLAMUR,CHINNAULLAGALLU/,G.W TABLE DEPLETION,Yes,1.12,4,0.24,0,0,0,0,0,0,########,########,0,0,-,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
523,MUNDLAMUR,PASUPUGALLU/,G.W TABLE DEPLETION,Yes,5.22,4,0.24,0,0,0,0,0,0,########,########,0,0,-,No,0,-,0,-
,,811000000000000,,,,,,,,,,,,,,,,,,,,,
524,MUNDLAMUR,MUNDLAMUR/,G.W TABLE DEPLETION,Yes,3.48,4,0.24,2,0.1,2,0.5,0,0,########,########,0,0,-,No,0,AUG,5,-
,,811000000000000,,,,,,,,,,,,,,,,,,,,,
525,MUNDLAMUR,POLAVARAM/,G.W TABLE DEPLETION,Yes,2.72,4,0.24,2,0.1,2,0.5,0,0,########,########,0,0,-,No,0,OTHERS,5,-
,,811000000000000,,,,,,,,,,,,,,,,,,,,,
526,DARSI,E. CHOUTHUPALEM/,PIPE LINE DAMAGE,No,0,0,0,2,0.1,2,0.5,0,0,-,-,0,0,-,No,0,EXTN,5,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
527,DARSI,RAMACHANDRAPURAM/,PIPE LINE DAMAGE,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,EXTN,6,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
528,DARSI,E. VENKATAPURAM/,PIPE LINE DAMAGE,No,0,0,0,1,0.05,1,0.25,0,0,-,-,0,0,-,No,0,EXTN,5,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
529,DARSI,GANESWARAPURAM/,G.W TABLE DEPLETION,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,OTHERS,0.45,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
530,DARSI,YERRABONAPALLI/,G.W TABLE DEPLETION,No,0,0,0,3,0.15,3,0.75,0,0,-,-,0,0,-,No,0,OTHERS,0.45,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
531,DARSI,PREKASHNAGAR/,G.W TABLE DEPLETION,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,OTHERS,0.45,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
532,DARSI,KATTASINGANNAPALEM/,G.W TABLE DEPLETION,No,0,0,0,1,0.05,1,0.25,0,0,-,-,0,0,-,No,0,OTHERS,0.9,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
533,DARSI,SIVARAJUNAGAR/,G.W TABLE DEPLETION,No,0,0,0,2,0.1,2,0.5,0,0,-,-,0,0,-,No,0,OTHERS,0.45,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
534,DARSI,NSP COLONY/,G.W TABLE DEPLETION,No,0,0,0,1,0.05,1,0.25,0,0,-,-,0,0,-,No,0,OTHERS,0.45,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
535,DORNALA,CHINTHALA AGRAHARAM/,G.W TABLE DEPLETION,Yes,6.05,0,0,0,0,4,2,0,0,########,########,0,0,-,No,0,AUG,2.5,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
536,DORNALA,RAMACHANDRAKOTA/,G.W TABLE DEPLETION,Yes,6.05,0,0,0,0,4,2,0,0,########,########,0,0,-,No,0,AUG,2.5,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
537,DORNALA,INAMUKKALA/,G.W TABLE DEPLETION,No,0,0,0,0,0,6,3,0,0,-,-,0,0,-,No,0,OTHERS,7,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
538,DORNALA,THIMMAPURAM/,G.W TABLE DEPLETION,Yes,15,0,0,0,0,4,2,0,0,########,########,0,0,-,No,0,OTHERS,2.5,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
539,DORNALA,HASANABAD/,G.W TABLE DEPLETION,Yes,15,0,0,0,0,4,2,0,0,########,########,0,0,-,No,0,OTHERS,2.5,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
540,DORNALA,DORNALA/,G.W TABLE DEPLETION,No,0,0,0,0,0,12,6,0,0,-,-,0,0,-,No,0,EXTN,36.5,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
541,DORNALA,PADABOMMALAPURAM/,G.W TABLE DEPLETION,Yes,30,0,0,0,0,8,4,0,0,########,########,0,0,-,No,0,OTHERS,5.5,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
542,DORNALA,CHINAGUDIPADU/,SOURCE DRIED UP,Yes,20,0,0,0,0,2,1,0,0,########,########,0,0,-,No,0,OTHERS,3,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
543,ARDHAVEEDU,VELGALAPAYA/,G.W TABLE DEPLETION,No,0,1,0.06,0,0,5,1.32,0,0,########,########,0,0,-,No,0,EXTN,1,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
544,ARDHAVEEDU,BOMMILINGAM/,G.W TABLE DEPLETION,No,0,1,0.06,0,0,5,1.3,0,0,########,########,0,0,-,No,0,OTHERS,0.5,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
545,ADDANKI,RALLAPALLI/,-,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,EXTN,4,Extensio of pipe line
,,811000000000000,,,,,,,,,,,,,,,,,,,,,
546,ADDANKI,DHENUVAKONDA/,SOURCE DRIED UP,Yes,4.25,0,0,0,0,0,0,0,0,########,########,0,0,-,No,0,-,0,-
,,811000000000000,,,,,,,,,,,,,,,,,,,,,
547,BALLIKURAVA,SOMAVARAPPADU/,-,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,AUG,100,New source
,,811000000000000,,,,,,,,,,,,,,,,,,,,,
548,ULAVAPADU,RAMAKRISHNA PURAM/,SOURCE DRIED UP,Yes,0.5,0,0,0,0,0,0,0,0,########,########,0,0,-,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
549,ULAVAPADU,UPPARAPALEM/,SOURCE DRIED UP,Yes,0.5,0,0,0,0,0,0,0,0,########,########,0,0,-,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
550,PONNALURU,ORUGANTI VARI PALEM/,G.W TABLE DEPLETION,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,OTHERS,2,Replacement of old pumping main
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
551,V.V.PALEM,KONDAPURAM/,SOURCE LESS YIELD,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,AUG,2.5,source is low yield
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
552,V.V.PALEM,BADAVARIPALEM/,SOURCE DRIED UP,Yes,1,0,0,0,0,0,0,0,0,########,########,0,0,-,No,0,-,0,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
553,V.V.PALEM,POKURU/,SOURCE LESS YIELD,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,AUG,3,Augmntation to SC colony
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
554,V.V.PALEM,NALADALAPUR/,SOURCE LESS YIELD,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,AUG,1,source is low yield
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
555,V.V.PALEM,BANGARAKKA PALEM/,SOURCE LESS YIELD,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,AUG,2,Augmentation to SC colony
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
556,V.V.PALEM,KONDAREDDYPALEM/,SOURCE LESS YIELD,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,AUG,2,source is low yield
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
557,V.V.PALEM,SINGAMANENIPALLI/,SOURCE LESS YIELD,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,AUG,5,Augmentation required
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
558,KONAKANAMITTA,NAGIREDDY PALLI/,G.W TABLE DEPLETION,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,OTHERS,3,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
559,KONAKANAMITTA,EDURRALLAPADU/,G.W TABLE DEPLETION,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,OTHERS,2,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
560,KONAKANAMITTA,KOTHAPALLI/,G.W TABLE DEPLETION,No,0,0,0,0,0,0,0,0,0,-,-,0,0,-,No,0,OTHERS,2,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
561,KONAKANAMITTA,KONAKANAMITTA/,G.W TABLE DEPLETION,Yes,7.26,0,0,0,0,0,0,0,0,########,########,0,0,-,No,0,OTHERS,40,-
,,812000000000000,,,,,,,,,,,,,,,,,,,,,
