District,Count,Capacity,,Mandal,Count,Capacity,,Village,Count,Capacity,,Basin,Count,Capacity,,Mandal,Count,Capacity,,Sub basin,Count,Capacity
,,,,,,,,Kudithipalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kudulur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kudumuru,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kudurucheemanapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kukatla Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kukkarajupalle,7,0.002471,,,,,,,,,,,,
,,,,,,,,Kukkidi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kulumala,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kumara Venkatapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kumarabommarajupuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kumaram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kumbaranagehalli,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kumbarlapalle,8,0.002824,,,,,,,,,,,,
,,,,,,,,Kumbhi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kumbivalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kummanamala,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kummarakonduru,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kunama Raju Palem,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kunambandavalasa,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kundakuru,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kundanakota,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kundurpi,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kunduru (East),1,0.000353,,,,,,,,,,,,
,,,,,,,,Kunduru (West),1,0.000353,,,,,,,,,,,,
,,,,,,,,Kungegowniyur,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kunkanur,7,0.002471,,,,,,,,,,,,
,,,,,,,,Kunkupadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kuntimaddi,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kuntrapakam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kunukuntla,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kunuthuru (Rural),4,0.001412,,,,,,,,,,,,
,,,,,,,,Kuppam,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kuppambadur,26,0.009178,,,,,,,,,,,,
,,,,,,,,Kuppiganipalle,5,0.001765,,,,,,,,,,,,
,,,,,,,,Kurabalakota,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kurakulapalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kurichedu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kurivikuppam,6,0.002118,,,,,,,,,,,,
,,,,,,,,Kurli,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kurnoothala,6,0.002118,,,,,,,,,,,,
,,,,,,,,Kurrapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kurubarahalli,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kurugunta,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kurukalva,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kurukunda,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kurukutti,6,0.002118,,,,,,,,,,,,
,,,,,,,,Kurusingi,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kusumala,12,0.004236,,,,,,,,,,,,
,,,,,,,,Kuttagulla,1,0.000353,,,,,,,,,,,,
,,,,,,,,Labara,1,0.000353,,,,,,,,,,,,
,,,,,,,,Labba,1,0.000353,,,,,,,,,,,,
,,,,,,,,Lachampalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Lakkasamudram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Lakkavaram,3,0.001059,,,,,,,,,,,,
,,,,,,,,Lakkavaripalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Lakkireddipalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Lakshmakka Palle,6,0.002118,,,,,,,,,,,,
,,,,,,,,Lakshmambapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Lakshmanpalle,12,0.004236,,,,,,,,,,,,
,,,,,,,,Lakshmi Puram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Lakshmipuram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Lakshmirajupet,1,0.000353,,,,,,,,,,,,
,,,,,,,,Lanja Kota,1,0.000353,,,,,,,,,,,,
,,,,,,,,Latchanna Valasa,20,0.00706,,,,,,,,,,,,
,,,,,,,,Lathavaram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Laveru,1,0.000353,,,,,,,,,,,,
,,,,,,,,Laxminarsupeta (Pedakota),4,0.001412,,,,,,,,,,,,
,,,,,,,,Laxmipuram,3,0.001059,,,,,,,,,,,,
,,,,,,,,Lebaka Manga Mamba Puram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Lingalapadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Lingalavalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Lingam Gunta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Lingapuram Khandrika,1,0.000353,,,,,,,,,,,,
,,,,,,,,Lingasamudram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Lingojipuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Loddipalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Loharibanda,9,0.003177,,,,,,,,,,,,
,,,,,,,,Lokojipalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Lomada,3,0.001059,,,,,,,,,,,,
,,,,,,,,Lothuru,1,0.000353,,,,,,,,,,,,
,,,,,,,,Loya,3,0.001059,,,,,,,,,,,,
,,,,,,,,M.Dakshinapu Khandriga,3,0.001059,,,,,,,,,,,,
,,,,,,,,M.Nidamalur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Machapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Machavaram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Machinenipalem,1,0.000353,,,,,,,,,,,,
,,,,,,,,Machupalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Madakasira,1,0.000353,,,,,,,,,,,,
,,,,,,,,Madanapalle,5,0.001765,,,,,,,,,,,,
,,,,,,,,MADANAPALLE (RURAL),13,0.004589,,,,,,,,,,,,
,,,,,,,,Madanapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Madapur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Maddalacheruvu,11,0.003883,,,,,,,,,,,,
,,,,,,,,Maddelacheruvu,10,0.00353,,,,,,,,,,,,
,,,,,,,,Maddimadugu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Maddinayanipalem,1,0.000353,,,,,,,,,,,,
,,,,,,,,Maddinayanipalle,7,0.002471,,,,,,,,,,,,
,,,,,,,,Maddipatlavandlapalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Maddirevula,7,0.002471,,,,,,,,,,,,
,,,,,,,,Maddivarigondi,3,0.001059,,,,,,,,,,,,
,,,,,,,,Maddulapaya,1,0.000353,,,,,,,,,,,,
,,,,,,,,Maddurupadu (Rural),1,0.000353,,,,,,,,,,,,
,,,,,,,,Madhana Pullala Cheruvu,5,0.001765,,,,,,,,,,,,
,,,,,,,,Madhavamala,1,0.000353,,,,,,,,,,,,
,,,,,,,,Madhavaram,5,0.001765,,,,,,,,,,,,
,,,,,,,,Madicherla,3,0.001059,,,,,,,,,,,,
,,,,,,,,Madireddipalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Madithadu,10,0.00353,,,,,,,,,,,,
,,,,,,,,Magandlapalle,4,0.001412,,,,,,,,,,,,
,,,,,,,,Magutur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mahadevapalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Mahadevapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mahalrajupalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Mahankalideviputtur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Majara Kothapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Majjigopalapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Makamambavilasam,3,0.001059,,,,,,,,,,,,
,,,,,,,,Makarampuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Makkinavaripalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Malagovinda Puram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Malakavemula,1,0.000353,,,,,,,,,,,,
,,,,,,,,Malakondapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Malameedapalle,20,0.00706,,,,,,,,,,,,
,,,,,,,,Malapanagudi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Malapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Malavanikothur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Malayanur,3,0.001059,,,,,,,,,,,,
,,,,,,,,Maldepalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Malemarpuram,5,0.001765,,,,,,,,,,,,
,,,,,,,,Malenatham,5,0.001765,,,,,,,,,,,,
,,,,,,,,Malepadu,16,0.005648,,,,,,,,,,,,
,,,,,,,,Malkapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mallagundla,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mallakalva,3,0.001059,,,,,,,,,,,,
,,,,,,,,Mallakunta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mallam Peta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mallapalle,5,0.001765,,,,,,,,,,,,
,,,,,,,,Mallapuram,5,0.001765,,,,,,,,,,,,
,,,,,,,,Mallavaram,3,0.001059,,,,,,,,,,,,
,,,,,,,,Mallavarappadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mallavaripalem,6,0.002118,,,,,,,,,,,,
,,,,,,,,Mallavilli,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mallela,15,0.005295,,,,,,,,,,,,
,,,,,,,,Mallemala,5,0.001765,,,,,,,,,,,,
,,,,,,,,Mallenipalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Mallepalle,4,0.001412,,,,,,,,,,,,
,,,,,,,,Malleswaram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mallikarjunahalli,2,0.000706,,,,,,,,,,,,
,,,,,,,,Mallikarjunapuram,10,0.00353,,,,,,,,,,,,
,,,,,,,,Mallinayakanahalli,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mallur,6,0.002118,,,,,,,,,,,,
,,,,,,,,Malreddipalle,9,0.003177,,,,,,,,,,,,
,,,,,,,,Maluguru,3,0.001059,,,,,,,,,,,,
,,,,,,,,Malyala,1,0.000353,,,,,,,,,,,,
,,,,,,,,Malyavantham,1,0.000353,,,,,,,,,,,,
,,,,,,,,Malyavanthuni Padu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Mamadugu,8,0.002824,,,,,,,,,,,,
,,,,,,,,Mamandur,3,0.001059,,,,,,,,,,,,
,,,,,,,,Mambedu,9,0.003177,,,,,,,,,,,,
,,,,,,,,Mamidada,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mamidigunta,4,0.001412,,,,,,,,,,,,
,,,,,,,,Manchala,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mandalahalli,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mandalapalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Mandallanaidupalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Mandasa,2,0.000706,,,,,,,,,,,,
,,,,,,,,Mandavuru,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mandiravalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mandlem,1,0.000353,,,,,,,,,,,,
,,,,,,,,Manendram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Manepalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mangadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mangala Kunta,8,0.002824,,,,,,,,,,,,
,,,,,,,,Mangalam,5,0.001765,,,,,,,,,,,,
,,,,,,,,Mangalamadaka,2,0.000706,,,,,,,,,,,,
,,,,,,,,Mangalapur,5,0.001765,,,,,,,,,,,,
,,,,,,,,Mangamuru,3,0.001059,,,,,,,,,,,,
,,,,,,,,Mangapatnam,3,0.001059,,,,,,,,,,,,
,,,,,,,,Mangunta,4,0.001412,,,,,,,,,,,,
,,,,,,,,Manigam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Manikurthi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Manikyapuram,3,0.001059,,,,,,,,,,,,
,,,,,,,,Manirevu,11,0.003883,,,,,,,,,,,,
,,,,,,,,Mannasamudram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Mannemala,8,0.002824,,,,,,,,,,,,
,,,,,,,,Mannemutheri,5,0.001765,,,,,,,,,,,,
,,,,,,,,Mannepalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Manneti Kota,3,0.001059,,,,,,,,,,,,
,,,,,,,,Mannila,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mantikonda,1,0.000353,,,,,,,,,,,,
,,,,,,,,Manubolupadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Manur,8,0.002824,,,,,,,,,,,,
,,,,,,,,Manyanvaripalem,4,0.001412,,,,,,,,,,,,
,,,,,,,,Mapakshi (Part),1,0.000353,,,,,,,,,,,,
,,,,,,,,Mara,3,0.001059,,,,,,,,,,,,
,,,,,,,,Marakalakuppam,2,0.000706,,,,,,,,,,,,
,,,,,,,,Marakattu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Marala,1,0.000353,,,,,,,,,,,,
,,,,,,,,Marapagunta,2,0.000706,,,,,,,,,,,,
,,,,,,,,Marapalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Maravapalle Agraharam,2,0.000706,,,,,,,,,,,,
,,,,,,,,Maredipalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Marella,7,0.002471,,,,,,,,,,,,
,,,,,,,,Marellamadaka,2,0.000706,,,,,,,,,,,,
,,,,,,,,Marellapadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Marepalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Marlapadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Marrikommadinne,1,0.000353,,,,,,,,,,,,
,,,,,,,,Marrikothavalasa,3,0.001059,,,,,,,,,,,,
,,,,,,,,Marrikuntapalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Marrimakulapalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Marripadu,8,0.002824,,,,,,,,,,,,
,,,,,,,,Marripudi,7,0.002471,,,,,,,,,,,,
,,,,,,,,Marrivalasa,4,0.001412,,,,,,,,,,,,
,,,,,,,,Marriveedu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Marrivemula,5,0.001765,,,,,,,,,,,,
,,,,,,,,Marthadu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Martur,7,0.002471,,,,,,,,,,,,
,,,,,,,,Marupalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Marutla,1,0.000353,,,,,,,,,,,,
,,,,,,,,Maruvada,1,0.000353,,,,,,,,,,,,
,,,,,,,,Masapet,8,0.002824,,,,,,,,,,,,
,,,,,,,,Masapeta,3,0.001059,,,,,,,,,,,,
,,,,,,,,Matalabpeta,5,0.001765,,,,,,,,,,,,
,,,,,,,,Matam Santhampalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Matampalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Matlagondi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Matli,14,0.004942,,,,,,,,,,,,
,,,,,,,,Matlivaripalle,23,0.008119,,,,,,,,,,,,
,,,,,,,,Matti Padu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mavinamardhanahalli,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mayalur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mechiri,1,0.000353,,,,,,,,,,,,
,,,,,,,,Medapi,3,0.001059,,,,,,,,,,,,
,,,,,,,,Medikurthi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Medimakulapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,MEELAGARAMPADU,3,0.001059,,,,,,,,,,,,
,,,,,,,,Meerapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Meerja Peta,4,0.001412,,,,,,,,,,,,
,,,,,,,,Meezuru,2,0.000706,,,,,,,,,,,,
,,,,,,,,Mekanur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mekapadu (Z),3,0.001059,,,,,,,,,,,,
,,,,,,,,Mekava,18,0.006354,,,,,,,,,,,,
,,,,,,,,Mekavaripalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Melavoi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Melchuru,1,0.000353,,,,,,,,,,,,
,,,,,,,,Meliakanchuru,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mellacheruvu,17,0.006001,,,,,,,,,,,,
,,,,,,,,Melumdoddi,7,0.002471,,,,,,,,,,,,
,,,,,,,,Melumoy,2,0.000706,,,,,,,,,,,,
,,,,,,,,Merlapaka,3,0.001059,,,,,,,,,,,,
,,,,,,,,Mettavalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mettu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Mettupalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Metturu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Midthur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Millampalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Minamanamudi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Miniki,6,0.002118,,,,,,,,,,,,
,,,,,,,,Mirjapuram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Mittachinthavari Palle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Mittamanipalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mittameedapalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Mittapalem,12,0.004236,,,,,,,,,,,,
,,,,,,,,Mittathmakuru,3,0.001059,,,,,,,,,,,,
,,,,,,,,Mocherla,3,0.001059,,,,,,,,,,,,
,,,,,,,,Modam Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Modugulapalem,3,0.001059,,,,,,,,,,,,
,,,,,,,,Mogallur,3,0.001059,,,,,,,,,,,,
,,,,,,,,Mogarala,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mogaralapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mogilicherla,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mogilipadu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Mohammada Puram,5,0.001765,,,,,,,,,,,,
,,,,,,,,Mohammadabad,8,0.002824,,,,,,,,,,,,
,,,,,,,,Mohammadapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Moillacheruvu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Molakalapudi,2,0.000706,,,,,,,,,,,,
,,,,,,,,Molakathalla,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mondivenganapalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Moogavadi,2,0.000706,,,,,,,,,,,,
,,,,,,,,Moolasowlapuram,4,0.001412,,,,,,,,,,,,
,,,,,,,,Mopadu,7,0.002471,,,,,,,,,,,,
,,,,,,,,Mopidi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mopuru,1,0.000353,,,,,,,,,,,,
,,,,,,,,Morampalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Morasalapalle,20,0.00706,,,,,,,,,,,,
,,,,,,,,Morasanapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Morubagal,3,0.001059,,,,,,,,,,,,
,,,,,,,,Motakatla,9,0.003177,,,,,,,,,,,,
,,,,,,,,Motakothuru,3,0.001059,,,,,,,,,,,,
,,,,,,,,Motarchintalapalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Mottakadirinur,3,0.001059,,,,,,,,,,,,
,,,,,,,,Motukapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Motumallela,4,0.001412,,,,,,,,,,,,
,,,,,,,,Muchalamarri,1,0.000353,,,,,,,,,,,,
,,,,,,,,Muchukota,2,0.000706,,,,,,,,,,,,
,,,,,,,,Mudaramdoddi,2,0.000706,,,,,,,,,,,,
,,,,,,,,Muddanagiri,2,0.000706,,,,,,,,,,,,
,,,,,,,,Muddanapalle,5,0.001765,,,,,,,,,,,,
,,,,,,,,Muddanur,4,0.001412,,,,,,,,,,,,
,,,,,,,,Muddapadu,15,0.005295,,,,,,,,,,,,
,,,,,,,,Muddikuppam,5,0.001765,,,,,,,,,,,,
,,,,,,,,Muddinayanapalle,13,0.004589,,,,,,,,,,,,
,,,,,,,,Muddireddipalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Muddumudi,4,0.001412,,,,,,,,,,,,
,,,,,,,,Mudiamvaripalle,8,0.002824,,,,,,,,,,,,
,,,,,,,,Mudigal,4,0.001412,,,,,,,,,,,,
,,,,,,,,Mudigedu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mudigolam,3,0.001059,,,,,,,,,,,,
,,,,,,,,Mudipalle,5,0.001765,,,,,,,,,,,,
,,,,,,,,Mudireddipalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mudivedu,14,0.004942,,,,,,,,,,,,
,,,,,,,,Mudiyur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mudumala,3,0.001059,,,,,,,,,,,,
,,,,,,,,Mudupulavemula,2,0.000706,,,,,,,,,,,,
,,,,,,,,Mugachintala,2,0.000706,,,,,,,,,,,,
,,,,,,,,Mugadavalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mugalamarri,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mukkamalla,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mukkaravaripalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Mukkella,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mukteswaram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mukthapuram,5,0.001765,,,,,,,,,,,,
,,,,,,,,Mukthinutala Padu (Rural),1,0.000353,,,,,,,,,,,,
,,,,,,,,Muktumpuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mukundapuram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Mulagalampalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mulaguntapadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mulakaledu,14,0.004942,,,,,,,,,,,,
,,,,,,,,Mulakanur,19,0.006707,,,,,,,,,,,,
,,,,,,,,Mummayapalem,1,0.000353,,,,,,,,,,,,
,,,,,,,,Munagala,1,0.000353,,,,,,,,,,,,
,,,,,,,,Munagalapalem,1,0.000353,,,,,,,,,,,,
,,,,,,,,Munagapadu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Mundla Padu,7,0.002471,,,,,,,,,,,,
,,,,,,,,Mundlamuru,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mundlapadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Munellapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Munginapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Munibhadra,3,0.001059,,,,,,,,,,,,
,,,,,,,,Munimadugu,5,0.001765,,,,,,,,,,,,
,,,,,,,,Munnelli,1,0.000353,,,,,,,,,,,,
,,,,,,,,Muntimadugu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Muppalagutti,6,0.002118,,,,,,,,,,,,
,,,,,,,,Muppavaram,5,0.001765,,,,,,,,,,,,
,,,,,,,,Muraharidondrao Khandrika,2,0.000706,,,,,,,,,,,,
,,,,,,,,Murugammi,12,0.004236,,,,,,,,,,,,
,,,,,,,,Musalikunta,31,0.010943,,,,,,,,,,,,
,,,,,,,,Musalipedu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mustikovila,6,0.002118,,,,,,,,,,,,
,,,,,,,,Mustikuntla,1,0.000353,,,,,,,,,,,,
,,,,,,,,Musunoor,7,0.002471,,,,,,,,,,,,
,,,,,,,,Mutchinapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Muthavakuntla,15,0.005295,,,,,,,,,,,,
,,,,,,,,Muthirevula,1,0.000353,,,,,,,,,,,,
,,,,,,,,Muthkur,4,0.001412,,,,,,,,,,,,
,,,,,,,,Muthukur,6,0.002118,,,,,,,,,,,,
,,,,,,,,Muthyalacheruvu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Mutukula,4,0.001412,,,,,,,,,,,,
,,,,,,,,Mutyalapadu,7,0.002471,,,,,,,,,,,,
,,,,,,,,Mutyanibonthu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mylapalle,6,0.002118,,,,,,,,,,,,
,,,,,,,,Mylavaram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mynampadu,2,0.000706,,,,,,,,,,,,
,,,,,,,,N.Hanumapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nadavaluru,3,0.001059,,,,,,,,,,,,
,,,,,,,,Nadimicherla,6,0.002118,,,,,,,,,,,,
,,,,,,,,Nadimikhandriga,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nadimpalle,6,0.002118,,,,,,,,,,,,
,,,,,,,,Nadimur,3,0.001059,,,,,,,,,,,,
,,,,,,,,Nagalapuram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Nagalooty,3,0.001059,,,,,,,,,,,,
,,,,,,,,Nagambhotla Palem,2,0.000706,,,,,,,,,,,,
,,,,,,,,Nagampalem,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nagampalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Nagaraju Gunta,2,0.000706,,,,,,,,,,,,
,,,,,,,,Nagaraju Palle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Nagarajukuppam,6,0.002118,,,,,,,,,,,,
,,,,,,,,Nagarimadugu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Nagarur,3,0.001059,,,,,,,,,,,,
,,,,,,,,Nagasamudram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Nagasanipalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nagendla Mudupu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Naginayanicheruvu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Naginenigunta,5,0.001765,,,,,,,,,,,,
,,,,,,,,Nagireddipalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Nagulavaram,3,0.001059,,,,,,,,,,,,
,,,,,,,,Nagulavellaturu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Naguluppala Padu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Naidupoluru,2,0.000706,,,,,,,,,,,,
,,,,,,,,Naira,3,0.001059,,,,,,,,,,,,
,,,,,,,,Nakkalapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Naladalapur,2,0.000706,,,,,,,,,,,,
,,,,,,,,Nalagampalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nalakadoddi,6,0.002118,,,,,,,,,,,,
,,,,,,,,Nallaballe,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nallachelimal,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nallacheruvu,1,0.000353,,,,,,,,,,,,
