District,count,,Mandal,Count,,Village,Count,,Basin,Count,,Subbasin,Count,,Microbasin,Count
,,,,,,Sowla Halli,27,,,,,,,,,
,,,,,,Sreedarahal,17,,,,,,,,,
,,,,,,Sreerangapuram,295,,,,,,,,,
,,,,,,Sri Rangaraja Puram,1,,,,,,,,,
,,,,,,Srikakulam,153,,,,,,,,,
,,,,,,Sriramgiri,2,,,,,,,,,
,,,,,,Srirangarajapuram,1,,,,,,,,,
,,,,,,Subbayagudem,37,,,,,,,,,
,,,,,,Sudanagunta,114,,,,,,,,,
,,,,,,Suddamalla,146,,,,,,,,,
,,,,,,Suddapalle,1,,,,,,,,,
,,,,,,Sudepalle,295,,,,,,,,,
,,,,,,Sugur,179,,,,,,,,,
,,,,,,Sulakeri,19,,,,,,,,,
,,,,,,Sulthanapuram,13,,,,,,,,,
,,,,,,Suluvoy,25,,,,,,,,,
,,,,,,Sumitrapuram,7,,,,,,,,,
,,,,,,Sunkesula,665,,,,,,,,,
,,,,,,Sunkeswari,83,,,,,,,,,
,,,,,,Sunkollu,86,,,,,,,,,
,,,,,,Sunnampadu,128,,,,,,,,,
,,,,,,Surabhi,246,,,,,,,,,
,,,,,,Surampalle,290,,,,,,,,,
,,,,,,Suravaram,102,,,,,,,,,
,,,,,,Suravari Palle,14,,,,,,,,,
,,,,,,Surepalle,156,,,,,,,,,
,,,,,,Swarna,14,,,,,,,,,
,,,,,,Swarnajipuram,50,,,,,,,,,
,,,,,,T.Gannavaram,104,,,,,,,,,
,,,,,,T.Lingamdinne,187,,,,,,,,,
,,,,,,T.Sadipirala,72,,,,,,,,,
,,,,,,T.Sadumur,2,,,,,,,,,
,,,,,,T.Sakibanda,29,,,,,,,,,
,,,,,,T.Salluru,233,,,,,,,,,
,,,,,,T.Sunkesala,28,,,,,,,,,
,,,,,,T.Velamvaripalle,353,,,,,,,,,
,,,,,,Tadanki,57,,,,,,,,,
,,,,,,Tadepalle,83,,,,,,,,,
,,,,,,Tadigadapa,254,,,,,,,,,
,,,,,,Tadivari Palle,62,,,,,,,,,
,,,,,,Tadivennu,1,,,,,,,,,
,,,,,,Taduru,5,,,,,,,,,
,,,,,,Takkellapadu,191,,,,,,,,,
,,,,,,Talakondapadu,330,,,,,,,,,
,,,,,,Talamudipi,473,,,,,,,,,
,,,,,,Talapanur,24,,,,,,,,,
,,,,,,Tallaburidi,1,,,,,,,,,
,,,,,,Tallagokulapadu,69,,,,,,,,,
,,,,,,Tallapalle,73,,,,,,,,,
,,,,,,Tallavalli,137,,,,,,,,,
,,,,,,Tallur,1209,,,,,,,,,
,,,,,,Talluru,1,,,,,,,,,
,,,,,,Tangadancha,436,,,,,,,,,
,,,,,,Tangaradona,88,,,,,,,,,
,,,,,,Tangedu Malli,91,,,,,,,,,
,,,,,,Tangedupalle,68,,,,,,,,,
,,,,,,Tangutoor,28,,,,,,,,,
,,,,,,Tangutur,97,,,,,,,,,
,,,,,,Tangutur Vengamambapuram,68,,,,,,,,,
,,,,,,Tanguturu,215,,,,,,,,,
,,,,,,Tappetla,11,,,,,,,,,
,,,,,,Tarapuram,59,,,,,,,,,
,,,,,,Tarigoppula,35,,,,,,,,,
,,,,,,Tarigopula,279,,,,,,,,,
,,,,,,Tarlupadu,185,,,,,,,,,
,,,,,,Tartur,170,,,,,,,,,
,,,,,,Tata Kuntla,378,,,,,,,,,
,,,,,,Taticherla,60,,,,,,,,,
,,,,,,Tatigummi,31,,,,,,,,,
,,,,,,Tativarru,1,,,,,,,,,
,,,,,,Teegadurthipadu,139,,,,,,,,,
,,,,,,Teenusamantha Valasa,8,,,,,,,,,
,,,,,,Tekharakhandi,13,,,,,,,,,
,,,,,,Teki,8,,,,,,,,,
,,,,,,Tekkali,3,,,,,,,,,
,,,,,,Tekkalivalasa,7,,,,,,,,,
,,,,,,Telaprolu,26,,,,,,,,,
,,,,,,Tella Devarapalle,176,,,,,,,,,
,,,,,,Tella Padu,12,,,,,,,,,
,,,,,,Telladevarapadu,116,,,,,,,,,
,,,,,,Tellapadu,226,,,,,,,,,
,,,,,,Tellapuri,55,,,,,,,,,
,,,,,,Teluguraopalem,31,,,,,,,,,
,,,,,,Tempalle,89,,,,,,,,,
,,,,,,Tenneru,99,,,,,,,,,
,,,,,,Ternekal,255,,,,,,,,,
,,,,,,Thadakanapalle,262,,,,,,,,,
,,,,,,Thakkellapadu,12,,,,,,,,,
,,,,,,Thalai Agraharam,9,,,,,,,,,
,,,,,,Thalamalla,112,,,,,,,,,
,,,,,,Thamarakhandi,5,,,,,,,,,
,,,,,,Thamballa Palle,24,,,,,,,,,
,,,,,,Thammadapalle,351,,,,,,,,,
,,,,,,Thammaluru,148,,,,,,,,,
,,,,,,Thammapuram,66,,,,,,,,,
,,,,,,Thammarajupalle,197,,,,,,,,,
,,,,,,Thammunaidupeta,9,,,,,,,,,
,,,,,,Thanam Chinthala,46,,,,,,,,,
,,,,,,Thangella,66,,,,,,,,,
,,,,,,Thangirala Palle,301,,,,,,,,,
,,,,,,Thangudubilli,7,,,,,,,,,
,,,,,,Thathavarikittali,1,,,,,,,,,
,,,,,,Thatiguda,5,,,,,,,,,
,,,,,,Thatiguntapalle,1,,,,,,,,,
,,,,,,Thatipudi,2,,,,,,,,,
,,,,,,Therlam,22,,,,,,,,,
,,,,,,Thimma Puram,63,,,,,,,,,
,,,,,,Thimmana Palem,37,,,,,,,,,
,,,,,,Thimmanayunipeta,6,,,,,,,,,
,,,,,,Thimmapuram,990,,,,,,,,,
,,,,,,Thimmareddi Palle,222,,,,,,,,,
,,,,,,Thimmareddy Palem,114,,,,,,,,,
,,,,,,Thimmasamudram,1,,,,,,,,,
,,,,,,Thimmaya Palem,109,,,,,,,,,
,,,,,,Thippala Devi Palle,63,,,,,,,,,
,,,,,,Thippaladoddi,121,,,,,,,,,
,,,,,,Thippaluru,24,,,,,,,,,
,,,,,,Thippanur,211,,,,,,,,,
,,,,,,Thippaya Palem,305,,,,,,,,,
,,,,,,Thippayapalle,105,,,,,,,,,
,,,,,,Thirupadu,55,,,,,,,,,
,,,,,,Thodendlapalle,56,,,,,,,,,
,,,,,,Thogarchedu,266,,,,,,,,,
,,,,,,Thoka Palle,265,,,,,,,,,
,,,,,,Thollamadugu,119,,,,,,,,,
,,,,,,Tholukodu,133,,,,,,,,,
,,,,,,Thonam,18,,,,,,,,,
,,,,,,Thondrangi,33,,,,,,,,,
,,,,,,Thotacherla,36,,,,,,,,,
,,,,,,Thotapalem,5,,,,,,,,,
,,,,,,Thotapalle,79,,,,,,,,,
,,,,,,Thotaravulapadu,130,,,,,,,,,
,,,,,,Thotavalasa,4,,,,,,,,,
,,,,,,Thovi,70,,,,,,,,,
,,,,,,Thripura Sundari Puram,55,,,,,,,,,
,,,,,,Throvagunta,28,,,,,,,,,
,,,,,,Thudicherla,219,,,,,,,,,
,,,,,,Thudumuladinne,32,,,,,,,,,
,,,,,,Thukivakam (Rural),1,,,,,,,,,
,,,,,,Thumadu,13,,,,,,,,,
,,,,,,Thumbalabeedu,123,,,,,,,,,
,,,,,,Thumbiganur,99,,,,,,,,,
,,,,,,Thummagunta,231,,,,,,,,,
,,,,,,Thummala Cheruvu,138,,,,,,,,,
,,,,,,Thummalamenta,8,,,,,,,,,
,,,,,,Thummalur,3,,,,,,,,,
,,,,,,Thumsi,3,,,,,,,,,
,,,,,,Thumukunta,41,,,,,,,,,
,,,,,,Thunugunta,21,,,,,,,,,
,,,,,,Thurakapalle,13,,,,,,,,,
,,,,,,Thurimella,151,,,,,,,,,
,,,,,,Thurlapadu,22,,,,,,,,,
,,,,,,Thurpu Koppera Padu,31,,,,,,,,,
,,,,,,Thurpu Thakkella Padu,59,,,,,,,,,
,,,,,,Thurpurajupalem,13,,,,,,,,,
,,,,,,Thurvagal,40,,,,,,,,,
,,,,,,Thuvva Padu,1,,,,,,,,,
,,,,,,Timiteru,2,,,,,,,,,
,,,,,,Tippanagunta,10,,,,,,,,,
,,,,,,Tiragandla Dinne,64,,,,,,,,,
,,,,,,Tirumalagiri,91,,,,,,,,,
,,,,,,Tokkolu,226,,,,,,,,,
,,,,,,Torragudi Padu,100,,,,,,,,,
,,,,,,Torragudipadu,3,,,,,,,,,
,,,,,,Torraguntapalem,14,,,,,,,,,
,,,,,,Trilochanapuram,4,,,,,,,,,
,,,,,,Tripura Puram,58,,,,,,,,,
,,,,,,Tripuranthakam,470,,,,,,,,,
,,,,,,Tripuravaram,9,,,,,,,,,
,,,,,,Tsallakudlur,52,,,,,,,,,
,,,,,,Tuggali,93,,,,,,,,,
,,,,,,Tukkuluru (M),164,,,,,,,,,
,,,,,,Tummagudem,448,,,,,,,,,
,,,,,,Tummalapalem,56,,,,,,,,,
,,,,,,Tunikipadu,201,,,,,,,,,
,,,,,,Turupunaidupalem,1,,,,,,,,,
,,,,,,U.Rajupalem,272,,,,,,,,,
,,,,,,Ubicherla,2,,,,,,,,,
,,,,,,Udayapuram,1,,,,,,,,,
,,,,,,Uddavolu,13,,,,,,,,,
,,,,,,Udumalpuram,70,,,,,,,,,
,,,,,,Udumulapadu,50,,,,,,,,,
,,,,,,Ulchala,123,,,,,,,,,
,,,,,,Ulichi,26,,,,,,,,,
,,,,,,Ulindakonda,225,,,,,,,,,
,,,,,,Ullivalasa,5,,,,,,,,,
,,,,,,Umamaheswarapuram,230,,,,,,,,,
,,,,,,Ummadidevarapalle,49,,,,,,,,,
,,,,,,Ummana Palle,4,,,,,,,,,
,,,,,,Undrapudi,3,,,,,,,,,
,,,,,,Undutla,35,,,,,,,,,
,,,,,,Ungaranigundla,301,,,,,,,,,
,,,,,,Unguturu,2,,,,,,,,,
,,,,,,Unisigani Palle,13,,,,,,,,,
,,,,,,Upendra Puram,27,,,,,,,,,
,,,,,,Uppala Dinne,37,,,,,,,,,
,,,,,,Uppala Padu,118,,,,,,,,,
,,,,,,Uppalapadu,444,,,,,,,,,
,,,,,,Uppalur,71,,,,,,,,,
,,,,,,Uppaluru,163,,,,,,,,,
,,,,,,Upparahal,59,,,,,,,,,
,,,,,,Uppugundur,1,,,,,,,,,
,,,,,,Uppumaguluru,101,,,,,,,,,
,,,,,,Upputur,2,,,,,,,,,
,,,,,,Urukunda,221,,,,,,,,,
,,,,,,Urutur,56,,,,,,,,,
,,,,,,Uruturu,15,,,,,,,,,
,,,,,,Uttaravilli,58,,,,,,,,,
,,,,,,Utukuru,198,,,,,,,,,
,,,,,,Uyyala Wada,275,,,,,,,,,
,,,,,,Uyyalawada,306,,,,,,,,,
,,,,,,V.Kondapuram,1,,,,,,,,,
,,,,,,V.Kothapalle,60,,,,,,,,,
,,,,,,V.Rudravaram,38,,,,,,,,,
,,,,,,Vabbapuram,16,,,,,,,,,
,,,,,,Vadagandlapalle,26,,,,,,,,,
,,,,,,Vadavalasa,1,,,,,,,,,
,,,,,,Vaddamanu,189,,,,,,,,,
,,,,,,Vaddi Madugu,73,,,,,,,,,
,,,,,,Vaddigudem,1,,,,,,,,,
,,,,,,Vaddipadu,26,,,,,,,,,
,,,,,,Vadla Ramapuram,29,,,,,,,,,
,,,,,,Vadlamanu,120,,,,,,,,,
,,,,,,Vagemadugu,103,,,,,,,,,
,,,,,,Vaggampalle,131,,,,,,,,,
,,,,,,Vaidana,172,,,,,,,,,
,,,,,,Vairidhari Annavaram,9,,,,,,,,,
,,,,,,Vajragiri,98,,,,,,,,,
,,,,,,Vakatippa,10,,,,,,,,,
,,,,,,Vakkalagadda,227,,,,,,,,,
,,,,,,Valaparla,64,,,,,,,,,
,,,,,,Valasapalle,39,,,,,,,,,
,,,,,,Valicherla,44,,,,,,,,,
,,,,,,Valivarthipadu (Rural),8,,,,,,,,,
,,,,,,Valla Palle,172,,,,,,,,,
,,,,,,Vallampadu,24,,,,,,,,,
,,,,,,Vallampatla,151,,,,,,,,,
,,,,,,Vallapuram,45,,,,,,,,,
,,,,,,Vallarigudaba,1,,,,,,,,,
,,,,,,Vallaya Palem,27,,,,,,,,,
,,,,,,Vallur,207,,,,,,,,,
,,,,,,Valluru,36,,,,,,,,,
,,,,,,Vamakuntla,70,,,,,,,,,
,,,,,,Vanala,60,,,,,,,,,
,,,,,,Vanapamula,52,,,,,,,,,
,,,,,,Vandadi,9,,,,,,,,,
,,,,,,Vandagallu,218,,,,,,,,,
,,,,,,Vandavagali,39,,,,,,,,,
,,,,,,Vangapadu,54,,,,,,,,,
,,,,,,Vanikemdinne,74,,,,,,,,,
,,,,,,Vankamada,46,,,,,,,,,
,,,,,,Vankamarri,27,,,,,,,,,
,,,,,,Vankamarri Palem,90,,,,,,,,,
,,,,,,Vannam,4,,,,,,,,,
,,,,,,Vantaram,3,,,,,,,,,
,,,,,,Vantivelagala,1,,,,,,,,,
,,,,,,Vanudurru,2,,,,,,,,,
,,,,,,Vanukuru,168,,,,,,,,,
,,,,,,Vardhineni Palem,24,,,,,,,,,
,,,,,,Varikunta,59,,,,,,,,,
,,,,,,Varkur,204,,,,,,,,,
,,,,,,Vasudevapuram,10,,,,,,,,,
,,,,,,Vatla Bayulu,21,,,,,,,,,
,,,,,,Vatsavai,149,,,,,,,,,
,,,,,,Vattigudipadu,238,,,,,,,,,
,,,,,,Vavilala,34,,,,,,,,,
,,,,,,Vavileti Padu,1,,,,,,,,,
,,,,,,Vayalpad,1,,,,,,,,,
,,,,,,Vedadri,34,,,,,,,,,
,,,,,,Vedulla Cheruvu,43,,,,,,,,,
,,,,,,Vedullavalasa,43,,,,,,,,,
,,,,,,Vedurralla Padu,242,,,,,,,,,
,,,,,,Vedurubeedem,282,,,,,,,,,
,,,,,,Veduruguttapalle,1,,,,,,,,,
,,,,,,Vedurupavuluru,79,,,,,,,,,
,,,,,,Vedurur,18,,,,,,,,,
,,,,,,Veepanagandla,179,,,,,,,,,
,,,,,,Veera Raghavuni Kota,22,,,,,,,,,
,,,,,,Veera Venkata Puram,12,,,,,,,,,
,,,,,,Veerabhadra Puram,80,,,,,,,,,
,,,,,,Veerabhadrunipalem,64,,,,,,,,,
,,,,,,Veeragareddi Palle,7,,,,,,,,,
,,,,,,Veeranki,21,,,,,,,,,
,,,,,,Veeranna Palem,49,,,,,,,,,
,,,,,,Veerapanenigudem,168,,,,,,,,,
,,,,,,Veerarama Puram,65,,,,,,,,,
,,,,,,Veerasagaram,2,,,,,,,,,
,,,,,,Veeravalli,115,,,,,,,,,
,,,,,,Veeravalli Mokhasa,66,,,,,,,,,
,,,,,,Veerepalle,37,,,,,,,,,
,,,,,,Veerladinne,23,,,,,,,,,
,,,,,,Veerullapadu,83,,,,,,,,,
,,,,,,Vegayammapeta,2,,,,,,,,,
,,,,,,Vekanuru,5,,,,,,,,,
,,,,,,Veladi,21,,,,,,,,,
,,,,,,Velagalapalle,221,,,,,,,,,
,,,,,,Velagalapaya,145,,,,,,,,,
,,,,,,Velagaleru,95,,,,,,,,,
,,,,,,Velagatur,74,,,,,,,,,
,,,,,,Velagavalasa,4,,,,,,,,,
,,,,,,Velagavalasa   (Near) Addumanda,1,,,,,,,,,
,,,,,,Velamakuru,164,,,,,,,,,
,,,,,,Veldurthi,371,,,,,,,,,
,,,,,,Veleru,207,,,,,,,,,
,,,,,,Velgode,251,,,,,,,,,
,,,,,,Veligandla,125,,,,,,,,,
,,,,,,Velivolu,42,,,,,,,,,
,,,,,,Vellala Cheruvu,65,,,,,,,,,
,,,,,,Vellam Palle,48,,,,,,,,,
,,,,,,Vellanki,24,,,,,,,,,
,,,,,,Vellaturikalidasuvarikhandrika,8,,,,,,,,,
,,,,,,Vellaturu,214,,,,,,,,,
,,,,,,Velpanur,394,,,,,,,,,
,,,,,,Velpucherla,217,,,,,,,,,
,,,,,,Velpula,144,,,,,,,,,
,,,,,,Velpurai,3,,,,,,,,,
,,,,,,Velpuru,123,,,,,,,,,
,,,,,,Velugupalle,69,,,,,,,,,
,,,,,,Velvadam,339,,,,,,,,,
,,,,,,Vema Varam,17,,,,,,,,,
,,,,,,Vemanda,73,,,,,,,,,
,,,,,,Vemavaram,127,,,,,,,,,
,,,,,,Vemireddipalle,427,,,,,,,,,
,,,,,,Vempadu,428,,,,,,,,,
,,,,,,Vempalle,77,,,,,,,,,
,,,,,,Vemparala,151,,,,,,,,,
,,,,,,Vempenta,166,,,,,,,,,
,,,,,,Vemugodu,116,,,,,,,,,
,,,,,,Vemula,373,,,,,,,,,
,,,,,,Vemula Kota,338,,,,,,,,,
,,,,,,Vemula Padu,156,,,,,,,,,
,,,,,,Vemulabanda,4,,,,,,,,,
,,,,,,Vemulamada,50,,,,,,,,,
,,,,,,Vemulanarva,6,,,,,,,,,
,,,,,,Vemulapadu,46,,,,,,,,,
,,,,,,Vemulapalle,28,,,,,,,,,
,,,,,,Vengalampalle,74,,,,,,,,,
,,,,,,Vengalapuram,68,,,,,,,,,
,,,,,,Vengampalle,3,,,,,,,,,
,,,,,,Vengamukka Palem,1,,,,,,,,,
,,,,,,Vengapuram,2,,,,,,,,,
,,,,,,Venkam Peta,8,,,,,,,,,
,,,,,,Venkampeta  @  Kummaripeta,2,,,,,,,,,
,,,,,,Venkata Krishna Puram,12,,,,,,,,,
,,,,,,Venkatachalam Palle,282,,,,,,,,,
,,,,,,Venkatadri Palem,646,,,,,,,,,
,,,,,,Venkatanarasimhapuram,9,,,,,,,,,
,,,,,,Venkatanissankapuram,2,,,,,,,,,
,,,,,,VENKATAPATHIRAJUPET,1,,,,,,,,,
,,,,,,Venkatapuram,376,,,,,,,,,
,,,,,,Venkataraidupeta,1,,,,,,,,,
,,,,,,Venkataya Cheruvu,6,,,,,,,,,
,,,,,,Venkatayapalem,134,,,,,,,,,
,,,,,,Venkatrajugudem,1,,,,,,,,,
,,,,,,Venkupatrunirega,9,,,,,,,,,
,,,,,,Vennam Palle,4,,,,,,,,,
,,,,,,Vennuru,4,,,,,,,,,
,,,,,,Ventrapragada,85,,,,,,,,,
,,,,,,Vepagum Palle,161,,,,,,,,,
,,,,,,Vepagunta,3,,,,,,,,,
,,,,,,Vetapalem,91,,,,,,,,,
,,,,,,Vibharampuram,153,,,,,,,,,
,,,,,,Vibhareetapadu,5,,,,,,,,,
,,,,,,Vijaya Gopala Puram,109,,,,,,,,,
,,,,,,Vijayaramapuram,1,,,,,,,,,
,,,,,,Vijayarampuram,10,,,,,,,,,
,,,,,,Vijayarampuram  (Near)  Kumaram,17,,,,,,,,,
,,,,,,Vijayawada (M),71,,,,,,,,,
,,,,,,Vikkiralapeta,107,,,,,,,,,
,,,,,,Vinagadapa,153,,,,,,,,,
,,,,,,Vinjarampadu,3,,,,,,,,,
,,,,,,Vinjavarthi Padu,15,,,,,,,,,
,,,,,,Vinnakota,2,,,,,,,,,
,,,,,,Vinukonda,3,,,,,,,,,
,,,,,,Virupapuram,40,,,,,,,,,
,,,,,,Viruvooru,134,,,,,,,,,
,,,,,,VISAKHAPATNAM (M),1,,,,,,,,,
,,,,,,Vissannapet,367,,,,,,,,,
,,,,,,Viswambarapuram,2,,,,,,,,,
,,,,,,Viswanadha Puram,12,,,,,,,,,
,,,,,,Viswanadhapalle,28,,,,,,,,,
,,,,,,Viswanadhapuram,324,,,,,,,,,
,,,,,,Vithalapuram,191,,,,,,,,,
,,,,,,Vittala Puram,42,,,,,,,,,
,,,,,,Vittalapuram,19,,,,,,,,,
,,,,,,Vizianagaram (M),5,,,,,,,,,
,,,,,,Viziarampuram  @  Buripeta,2,,,,,,,,,
,,,,,,Voleti  Atchanna Agraharam,31,,,,,,,,,
,,,,,,Voletivaripalem,78,,,,,,,,,
,,,,,,Vommi,69,,,,,,,,,
,,,,,,VONTIMITTA,633,,,,,,,,,
,,,,,,Vontithatipalle,206,,,,,,,,,
,,,,,,Vootapalle,3,,,,,,,,,
,,,,,,Vuyyuru,285,,,,,,,,,
,,,,,,W.Govindinne,37,,,,,,,,,
,,,,,,West Gangavaram,34,,,,,,,,,
,,,,,,West Kambhampadu,14,,,,,,,,,
,,,,,,West Kasipuram,169,,,,,,,,,
,,,,,,West Naidupalem,40,,,,,,,,,
,,,,,,West Veeraya Palem,27,,,,,,,,,
,,,,,,Yadavalli,286,,,,,,,,,
,,,,,,Yadawada,280,,,,,,,,,
,,,,,,Yaddanapudi,52,,,,,,,,,
,,,,,,Yadiki,35,,,,,,,,,
,,,,,,Yagantipalle,161,,,,,,,,,
,,,,,,Yakamuru,147,,,,,,,,,
,,,,,,Yalluru,82,,,,,,,,,
,,,,,,Yamaganipalle,26,,,,,,,,,
,,,,,,Yandapalle,55,,,,,,,,,
,,,,,,Yapadinne,145,,,,,,,,,
,,,,,,Yaparlapadu,110,,,,,,,,,
,,,,,,Yarlagadda,57,,,,,,,,,
,,,,,,Yatakallu,206,,,,,,,,,
,,,,,,Yedavalli,8,,,,,,,,,
,,,,,,Yeddanapudi,6,,,,,,,,,
,,,,,,Yeduluru Padu,79,,,,,,,,,
,,,,,,Yegulavada,1,,,,,,,,,
,,,,,,Yeguva Cherlo Palle,110,,,,,,,,,
,,,,,,Yekunam Puram,34,,,,,,,,,
,,,,,,Yella Puram,52,,,,,,,,,
,,,,,,Yellamarajupalle,86,,,,,,,,,
,,,,,,Yellareddipalle,267,,,,,,,,,
,,,,,,Yellarthy,64,,,,,,,,,
,,,,,,Yeluru,46,,,,,,,,,
,,,,,,Yembanavalasa,4,,,,,,,,,
,,,,,,Yemmiganur,165,,,,,,,,,
,,,,,,Yemmiganur (M),4,,,,,,,,,
,,,,,,Yendagandi,20,,,,,,,,,
,,,,,,Yendra Palle,605,,,,,,,,,
,,,,,,Yenikapadu,6,,,,,,,,,
,,,,,,Yenuguvalasa,15,,,,,,,,,
,,,,,,Yerajerla,97,,,,,,,,,
,,,,,,Yerigiri,153,,,,,,,,,
,,,,,,Yerraa Pothavaram,8,,,,,,,,,
,,,,,,Yerrabalem,155,,,,,,,,,
,,,,,,Yerrabotlapalle,2,,,,,,,,,
,,,,,,Yerradoddi,185,,,,,,,,,
,,,,,,Yerragonda Palem,631,,,,,,,,,
,,,,,,Yerragudi,1,,,,,,,,,
,,,,,,Yerragudipadu,42,,,,,,,,,
,,,,,,Yerragundla,455,,,,,,,,,
,,,,,,Yerraguntla,94,,,,,,,,,
,,,,,,Yerrasamanthula Valasa,6,,,,,,,,,
,,,,,,Yerrobana Palle,30,,,,,,,,,
,,,,,,Yerukalacheruvu,248,,,,,,,,,
,,,,,,Yerur,45,,,,,,,,,
,,,,,,Z.Uppalapadu,7,,,,,,,,,
,,,,,,Zami Machavaram,3,,,,,,,,,
,,,,,,Zami Navi Pothavaram,32,,,,,,,,,
,,,,,,Zamidaggumilli,7,,,,,,,,,
,,,,,,Zamidintakurru,88,,,,,,,,,
,,,,,,Zamigolvepalle,36,,,,,,,,,
,,,,,,Zarugumilli,127,,,,,,,,,
,,,,,,Zumaladinne,34,,,,,,,,,
,,,,,,Zuvvaleru,205,,,,,,,,,
,,,,,,(blank),,,,,,,,,,
,,,,,,Grand Total,322577,,,,,,,,,
